STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Bihar,Chapra(Saran),PMGSY-III,29,2,13,0,16,2,205.306,152.30697,136.09,75.0299,68.361
Bihar,Gaya,RCPLWEA,26,8,20,4,6,4,290.228,299.64982,251.394,229.5851,33.9
Bihar,Gaya,PMGSY-III,23,3,22,2,1,1,174.673,113.70823,153.781,69.4639,5.222
Bihar,Jahanabad,PMGSY-II,5,0,5,0,0,0,36.965,13.50654,36.741,17.5317,0
Bihar,"Kaimur (Bhabhua)",PMGSY-II,5,0,5,0,0,0,41.47,25.4849,40.77,23.0513,0
Bihar,Lakhisarai,PMGSY-III,1,0,1,0,0,0,5.858,2.35617,5.858,1.7734,0
Bihar,Madhepura,PMGSY-II,10,0,10,0,0,0,59.065,31.9513,58.624,31.9613,0
Bihar,Muzaffarpur,PMGSY-II,6,0,6,0,0,0,30.699,13.00032,30.44,10.4769,0
Bihar,Muzaffarpur,PMGSY-III,40,15,37,1,3,14,290.767,269.73708,271.435,196.6576,16.69
Bihar,Nawada,RCPLWEA,17,10,16,10,1,0,217.44,278.48476,203.584,212.337,0.795
Bihar,Purnia,PMGSY-II,20,0,20,0,0,0,153.668,89.62053,153.54,96.4144,0
Bihar,Rohtas,RCPLWEA,22,2,20,2,2,0,89.77,97.69917,85.905,75.2319,3.625
Bihar,Sheohar,PMGSY-III,8,8,7,7,1,1,57.295,63.95531,52.342,51.3963,1.275
Bihar,Vaishali,PMGSY-I,496,9,496,9,0,0,1580.714,754.27234,1521.695,671.834,0
Bihar,Vaishali,PMGSY-II,16,0,16,0,0,0,60.334,26.46987,60.334,24.3944,0
Chhattisgarh,Bastar,PMGSY-I,426,16,426,16,0,0,1993.505,671.0231,1928.808,725.0179,0
Chhattisgarh,Bemetra,PMGSY-I,149,1,149,1,0,0,643.02,173.8472,622.989,178.6295,0
Chhattisgarh,Bemetra,PMGSY-II,6,0,6,0,0,0,56.45,32.1929,55.46,30.1534,0
Chhattisgarh,Bijapur,RCPLWEA,17,7,5,1,12,6,352.8,292.68083,68.9,55.0292,284.35
Chhattisgarh,Dantewada,PMGSY-I,173,1,145,0,28,1,767.685,277.73475,670.405,255.4471,80.8
Chhattisgarh,Durg,PMGSY-II,7,0,7,0,0,0,69.425,40.3848,68.995,36.8385,0
Chhattisgarh,Gariaband,PM-JANMAN,49,0,0,0,49,0,97.645,53.7932,5.825,0,91.82
Chhattisgarh,"Gaurella Pendra Marwahi",PMGSY-III,11,0,11,0,0,0,102.4,44.82817,102.4,42.662,0
Chhattisgarh,Kanker,RCPLWEA,124,36,96,19,28,17,690.725,512.91634,542.119,338.9945,142.715
Chhattisgarh,Kanker,PMGSY-III,28,3,28,1,0,2,292.79,184.60504,294.04,169.593,0
Chhattisgarh,Koria,PMGSY-I,228,24,228,24,0,0,1249.56,400.405,1237.032,414.0229,0
Chhattisgarh,Mahasamund,PMGSY-II,6,0,6,0,0,0,90.57,54.0913,87.657,50.9777,0
Chhattisgarh,Mungeli,PMGSY-III,13,1,13,0,0,1,133.81,101.17747,135.001,91.8105,0
Chhattisgarh,Mungeli,PM-JANMAN,4,0,0,0,4,0,11.25,7.33941,0,0,11.25
Chhattisgarh,Rajnandgaon,PMGSY-I,734,16,733,16,1,0,2597.244,819.24598,2496.41,825.5098,9.735
Chhattisgarh,Rajnandgaon,RCPLWEA,54,22,50,5,4,17,415.825,308.05882,379.474,217.786,26.8
Chhattisgarh,Rajnandgaon,PM-JANMAN,13,0,0,0,13,0,33.425,22.74885,1.5,0,31.925
Chhattisgarh,Sukma,PMGSY-II,1,0,1,0,0,0,40.4,22.0983,40.4,20.47,0
Chhattisgarh,Sukma,RCPLWEA,46,0,11,0,35,0,452.555,257.6045,156.925,119.7254,295.63
Chhattisgarh,Surguja,PMGSY-I,327,28,327,27,0,1,1531.09,458.0023,1483.911,484.9139,0
Goa,"South Goa",PMGSY-I,31,0,31,0,0,0,85.98,6.8733,85.98,0,0
Gujarat,Ahmedabad,PMGSY-II,3,0,3,0,0,0,33.48,20.5836,33.48,16.718,0
Gujarat,Ahmedabad,PMGSY-III,4,3,4,0,0,3,39.145,54.86285,37.846,16.7133,0
Gujarat,Amreli,PMGSY-I,69,0,69,0,0,0,252.19,29.7638,247.64,31.464,0
Gujarat,Amreli,PMGSY-II,4,0,4,0,0,0,32.24,8.7458,32.24,9.065,0
Gujarat,Anand,PMGSY-II,7,0,7,0,0,0,55.56,35.7655,55.421,33.2326,0
Gujarat,Banaskantha,PMGSY-II,4,0,4,0,0,0,63.64,32.2719,60.86,27.6393,0
Gujarat,Bharuch,PMGSY-I,44,0,44,0,0,0,168.47,41.534,166.88,48.5185,0
Gujarat,Chhotaudepur,PMGSY-I,75,1,75,1,0,0,256.005,81.7572,253.505,87.9262,0
Gujarat,Chhotaudepur,PMGSY-II,4,0,4,0,0,0,41.27,26.5907,41.27,25.5476,0
Gujarat,Dahod,PMGSY-II,6,9,6,9,0,0,58.61,58.569,58.55,44.6707,0
Gujarat,"Devbhumi Dwarka",PMGSY-III,7,7,4,0,3,7,71.917,51.44682,48.56,30.2387,23.357
Gujarat,Gandhinagar,PMGSY-III,7,1,7,0,0,1,69.38,43.20693,67.608,31.6639,0
Gujarat,Junagadh,PMGSY-I,25,0,25,0,0,0,63.97,8.5666,63.77,9.2885,0
Gujarat,Junagadh,PMGSY-III,12,3,9,0,3,3,128.809,80.71202,113.88,53.7921,13.869
Gujarat,Kutch,PMGSY-III,16,48,14,0,2,48,160.1,206.61621,143.384,86.5238,15.3
Gujarat,Mahisagar,PMGSY-I,326,0,326,0,0,0,744.42,215.8648,742.799,242.3078,0
Gujarat,Mahisagar,PMGSY-III,11,1,11,1,0,0,96.96,60.61125,96.16,59.5361,0
Gujarat,Mehsana,PMGSY-II,4,0,4,0,0,0,56.46,39.3364,56.46,30.9787,0
Gujarat,Narmada,PMGSY-I,74,3,74,3,0,0,271.39,78.4196,271.07,85.5156,0
Gujarat,Navsari,PMGSY-II,4,0,4,0,0,0,27.07,15.2419,27.074,13.2753,0
Gujarat,Patan,PMGSY-II,4,0,4,0,0,0,34.8,25.5796,34.8,19.264,0
Gujarat,Porbandar,PMGSY-I,21,0,21,0,0,0,61.12,7.5072,61.02,7.6499,0
Gujarat,Porbandar,PMGSY-II,2,0,2,0,0,0,12.3,3.9311,12.3,3.7854,0
Gujarat,Surat,PMGSY-I,155,0,155,0,0,0,443.89,103.6383,436.02,106.1618,0
Gujarat,Tapi,PMGSY-III,6,9,6,0,0,9,44.94,43.36424,44.783,31.1212,0
Gujarat,Valsad,PMGSY-I,271,29,271,29,0,0,784.585,245.0476,752.133,254.6429,0
Haryana,"Charkhi Dadri",PMGSY-I,10,0,10,0,0,0,106.45,42.6275,106.35,34.1111,0
Haryana,Faridabad,PMGSY-III,2,0,1,0,1,0,11.77,4.38726,11.72,1.9845,0.05
Haryana,Karnal,PMGSY-I,21,0,21,0,0,0,185.7,68.9537,185.5,62.4072,0
Haryana,Mewat,PMGSY-II,3,0,3,0,0,0,31.1,20.9209,31.1,15.7537,0
Haryana,Rohtak,PMGSY-III,26,0,26,0,0,0,229.577,97.72531,225.013,91.7552,0
Haryana,Sonepat,PMGSY-III,14,0,14,0,0,0,130.849,61.02902,128.771,56.2293,0
"Himachal Pradesh",Hamirpur,PMGSY-II,9,0,9,0,0,0,80.406,64.7617,80.406,62.1372,0
"Himachal Pradesh",Kullu,PMGSY-III,21,3,6,0,15,3,206.44,214.0774,103.184,94.2143,101.959
"Himachal Pradesh",Mandi,PMGSY-I,621,18,620,18,1,0,3818.94,1295.1334,3722.059,1244.2122,2.2
"Himachal Pradesh",Shimla,PMGSY-II,11,0,11,0,0,0,129.86,92.0974,129.76,95.7105,0
"Jammu And Kashmir",Bandipora,PMGSY-I,64,1,63,1,1,0,321.45,218.7124,315.314,199.8247,1.2
"Jammu And Kashmir",Bandipora,PMGSY-II,3,0,3,0,0,0,18.25,22.0933,18.35,18.6631,0
"Jammu And Kashmir",Baramula,PMGSY-III,22,0,11,0,11,0,149,146.0136,107.62,109.0254,40.59
"Jammu And Kashmir",Doda,PMGSY-II,6,0,5,0,1,0,41.5,38.3902,38.9,32.199,1.9
"Jammu And Kashmir",Kathua,PMGSY-III,12,13,7,0,5,13,86.407,119.8515,56.005,84.1993,30.2
"Jammu And Kashmir",Kupwara,PMGSY-III,15,0,11,0,4,0,125.756,109.80046,83.226,55.0428,41.7
"Jammu And Kashmir",Ramban,PMGSY-I,88,18,84,17,4,1,787.775,488.2015,773.01,532.3131,8.895
"Jammu And Kashmir",Ramban,PMGSY-II,1,0,1,0,0,0,3,2.1229,3,1.5182,0
Jharkhand,Bokaro,PMGSY-III,15,9,14,8,1,1,162.527,118.8933,157.449,109.5691,3.96
Jharkhand,Chatra,RCPLWEA,17,8,12,6,5,2,179.71,152.96067,139.455,109.542,40.43
Jharkhand,Chatra,PMGSY-III,22,11,11,0,11,11,183.866,144.75469,131.585,131.982,50.287
Jharkhand,Chatra,PM-JANMAN,3,0,0,0,3,0,3.96,3.2842,0,0,3.96
Jharkhand,Deoghar,PMGSY-II,8,0,8,0,0,0,78.895,41.2617,78.178,34.1931,0
Jharkhand,Dhanbad,PMGSY-III,15,3,14,3,1,0,142.153,97.3264,141.25,86.8318,0
Jharkhand,Garhwa,PMGSY-III,35,25,2,4,33,21,278.995,260.79578,39.368,102.0986,239.627
Jharkhand,Giridih,PMGSY-I,529,50,529,48,0,2,1817.611,849.84965,1792.28,722.7389,0
Jharkhand,Giridih,PMGSY-II,8,0,8,0,0,0,81.675,49.3679,81.675,29.0317,0
Jharkhand,Godda,PMGSY-I,157,15,157,15,0,0,586.195,235.78493,576.343,236.8575,0
Jharkhand,Hazaribagh,PMGSY-III,16,7,11,1,5,6,190.09,160.63616,155.175,117.7426,34.91
Jharkhand,Jamtara,PMGSY-I,228,5,228,5,0,0,721.994,251.40775,713.172,226.4018,0
Jharkhand,Jamtara,PMGSY-II,3,0,3,0,0,0,37.705,29.2106,37.18,24.3563,0
Jharkhand,Koderma,PMGSY-II,4,0,4,0,0,0,41.951,21.10256,41.951,16.0668,0
Jharkhand,Koderma,RCPLWEA,1,0,1,0,0,0,23.66,17.6847,23.66,21.5079,0
Jharkhand,Latehar,PMGSY-II,7,0,7,0,0,0,48.4,34.75844,48.4,32.646,0
Jharkhand,Lohardaga,PMGSY-I,122,8,122,8,0,0,532.271,184.77132,518.791,183.4775,0
Jharkhand,Palamu,PMGSY-I,441,92,434,91,7,1,1579.692,661.90943,1521.767,609.9427,25.06
Jharkhand,Palamu,PMGSY-II,9,0,9,0,0,0,92.99,67.2765,93.32,60.9392,0
Jharkhand,"Purbi Singhbhum",RCPLWEA,5,2,1,2,4,0,21.65,29.89835,11.5,19.0701,10.15
Jharkhand,Ranchi,PMGSY-I,403,12,403,12,0,0,1134.065,446.65972,1111.493,392.1997,0
Jharkhand,Sahibganj,PMGSY-III,23,6,13,0,10,6,196.575,140.8152,131.659,113.8032,64.916
Jharkhand,"Saraikela Kharsawan",PMGSY-II,7,0,7,0,0,0,52.16,30.79855,52.045,28.775,0
Jharkhand,"Saraikela Kharsawan",PM-JANMAN,1,1,0,0,1,1,10.5,10.4017,0,0,10.5
Jharkhand,Simdega,PMGSY-II,3,0,3,0,0,0,18.74,9.55143,18.738,6.8547,0
Karnataka,"Bangalore U",PMGSY-I,62,0,62,0,0,0,330.9,73.1629,330.9,81.0467,0
Karnataka,Bellary,PMGSY-II,8,2,8,2,0,0,70.02,31.8604,68.31,30.1544,0
Karnataka,Bellary,PMGSY-III,29,1,26,1,3,0,214.017,132.70317,196.895,123.4276,12.4
Karnataka,Bidar,PMGSY-III,35,0,34,0,1,0,189.06,102.67988,181.361,94.0134,5
Karnataka,Chickmagalur,PMGSY-II,8,0,8,0,0,0,70.8,36.6656,71.5,32.7366,0
Karnataka,Chickmagalur,PMGSY-III,29,14,29,13,0,1,223.918,184.03962,222.42,185.3469,0
Karnataka,Chitradurga,PMGSY-II,10,0,10,0,0,0,69.78,32.4102,69.29,33.5742,0
Karnataka,Chitradurga,PMGSY-III,26,0,26,0,0,0,168.18,88.6759,167.91,85.7989,0
Karnataka,Gulbarga,PMGSY-I,87,7,87,7,0,0,746.158,146.7877,746.158,157.4206,0
Karnataka,Gulbarga,PMGSY-II,7,0,7,0,0,0,90.93,42.5675,89.62,41.1667,0
Karnataka,Hassan,PMGSY-III,43,2,42,2,1,0,222.345,160.76095,218.376,156.0482,2.17
Karnataka,Kodagu,PMGSY-II,6,2,6,2,0,0,40.07,28.9295,40.11,30.5761,0
Karnataka,Kolar,PMGSY-II,10,0,10,0,0,0,64.99,24.0913,64.95,24.9098,0
Karnataka,Koppal,PMGSY-I,103,2,103,2,0,0,535.45,115.1323,535.45,115.97,0
Karnataka,Koppal,PMGSY-II,7,0,7,0,0,0,70.2,21.3982,70.195,18.6394,0
Karnataka,Udupi,PMGSY-III,24,7,24,7,0,0,148.502,137.2723,145.275,141.9198,0
Kerala,Alappuzha,PMGSY-I,70,0,69,0,1,0,97.508,40.0772,93.501,45.8334,1.58
Kerala,Ernakulam,PMGSY-II,9,1,9,1,0,0,32.228,29.43626,29.669,22.0616,0
Kerala,Kasaragod,PMGSY-II,8,0,6,0,2,0,39.141,31.55872,30.203,22.9404,8.938
Kerala,Kasaragod,PMGSY-III,13,0,4,0,9,0,70.907,55.63142,35.921,16.1454,34.649
Kerala,Kottayam,PMGSY-II,13,0,12,0,1,0,42.982,32.1583,41.428,25.7073,1.253
Kerala,Wayanad,PMGSY-III,11,2,4,0,7,2,69.09,66.20637,26.268,14.3337,42.822
Ladakh,Leh,PMGSY-II,5,0,5,0,0,0,36.03,33.0628,35.992,27.4632,0
"Madhya Pradesh",Agar,PMGSY-I,211,9,211,9,0,0,783.07,288.8866,772.568,255.4793,0
"Madhya Pradesh",Alirajpur,PMGSY-III,21,20,21,12,0,8,205.02,189.05843,200.374,122.2496,0
"Madhya Pradesh",Anuppur,PM-JANMAN,95,0,4,0,91,0,213.845,149.03228,14.17,0,199.325
"Madhya Pradesh",Balaghat,RCPLWEA,35,43,11,24,24,19,337.47,477.24568,104.908,286.7519,229.64
"Madhya Pradesh",Balaghat,PM-JANMAN,52,0,9,0,43,0,121.45,91.67759,23.491,0,97.74
"Madhya Pradesh",Barwani,PMGSY-III,34,22,28,18,6,4,264.127,208.16833,255.578,148.0678,7.57
"Madhya Pradesh",Betul,PMGSY-I,660,38,660,38,0,0,2682.815,922.72559,2551.232,944.487,0
"Madhya Pradesh",Betul,PMGSY-III,35,26,26,9,9,17,378.413,351.13862,361.487,222.6053,8.838
"Madhya Pradesh",Bhind,PMGSY-III,22,2,18,2,4,0,192.832,128.80379,187.025,99.3149,3.765
"Madhya Pradesh",Bhopal,PMGSY-I,122,2,122,2,0,0,384.04,149.6057,349.71,140.4538,0
"Madhya Pradesh",Burhanpur,PMGSY-I,117,26,117,26,0,0,530.611,212.94647,467.807,202.8605,0
"Madhya Pradesh",Chhatarpur,PMGSY-III,40,3,34,2,6,1,314.68,201.6332,303.023,141.6361,9.92
"Madhya Pradesh",Datia,PMGSY-I,222,2,222,2,0,0,813.455,235.85814,798.663,198.1627,0
"Madhya Pradesh",Dhar,PMGSY-I,683,47,683,46,0,1,2717.93,940.72515,2592.773,902.1474,0
"Madhya Pradesh",Guna,PMGSY-I,322,2,322,0,0,2,1330.761,460.9418,1284.584,418.2637,0
"Madhya Pradesh",Gwalior,PMGSY-III,16,8,14,5,2,3,159.66,141.10122,147.774,94.3142,9.5
"Madhya Pradesh",Gwalior,PM-JANMAN,28,0,0,0,28,0,36.71,26.78014,3.4,0,33.31
"Madhya Pradesh",Harda,PMGSY-I,128,14,128,14,0,0,728.87,237.52875,663.859,251.2175,0
"Madhya Pradesh",Jabalpur,PMGSY-III,29,7,25,2,4,5,266.125,188.65052,241.732,116.4684,21.055
"Madhya Pradesh",Mandla,PMGSY-I,544,9,544,8,0,1,1947.315,511.81466,1927.235,488.1591,0
"Madhya Pradesh",Mandla,PMGSY-II,7,3,7,3,0,0,110.23,74.66595,107.63,67.4492,0
"Madhya Pradesh",Morena,PM-JANMAN,2,0,1,0,1,0,3.6,2.69933,1.982,0,1.5
"Madhya Pradesh",Narsinghpur,PM-JANMAN,6,0,0,0,6,0,64.2,68.80444,0,0,64.2
"Madhya Pradesh",Neemuch,PMGSY-I,150,0,150,0,0,0,710.495,201.2118,698.652,182.7586,0
"Madhya Pradesh",Raisen,PMGSY-III,30,17,25,11,5,6,276.24,242.95341,266.161,162.4374,2.39
"Madhya Pradesh",Ratlam,PMGSY-II,5,7,5,7,0,0,93.925,86.37772,94.187,76.223,0
"Madhya Pradesh",Ratlam,PMGSY-III,18,22,18,15,0,7,231.447,216.06439,226.711,142.0341,0
"Madhya Pradesh",Sehore,PMGSY-III,20,10,20,6,0,4,219.53,184.85495,217.098,137.372,0
"Madhya Pradesh",Seoni,PM-JANMAN,2,0,0,0,2,0,2.675,1.69749,0,0,2.675
"Madhya Pradesh",Shahdol,PMGSY-II,4,0,4,0,0,0,77.265,48.40597,77.335,41.6618,0
"Madhya Pradesh",Shajapur,PMGSY-III,12,31,11,22,1,9,170.64,175.35133,162.841,113.4166,4.435
"Madhya Pradesh",Ujjain,PMGSY-I,517,7,517,7,0,0,1882.956,653.51385,1836.344,657.7292,0
"Madhya Pradesh",Ujjain,PMGSY-II,11,4,11,4,0,0,123.983,85.20652,118.528,72.5698,0
"Madhya Pradesh",Ujjain,PMGSY-III,18,29,17,15,1,14,264.332,263.47195,258.313,185.5915,1.51
"Madhya Pradesh",Umaria,PM-JANMAN,25,0,0,0,25,0,64.165,42.6171,0,0,64.165
"Madhya Pradesh",Vidisha,PMGSY-I,369,4,369,4,0,0,1416.114,443.6099,1377.771,389.903,0
Maharashtra,Bhandara,PMGSY-III,24,1,20,0,4,1,148.61,112.12138,139.463,81.1318,6.53
Maharashtra,Dhule,PMGSY-III,13,7,2,0,11,7,125.075,110.2362,73.58,51.8788,45.805
Maharashtra,Gadchiroli,PMGSY-I,272,50,272,48,0,2,1188.22,528.6053,1118.221,556.5548,0
Maharashtra,Gadchiroli,PMGSY-III,23,2,10,0,13,2,152.76,131.61999,67.825,46.7793,83.11
Maharashtra,Jalgaon,PMGSY-II,18,3,18,3,0,0,115.52,56.6378,114.911,55.8172,0
Maharashtra,Jalna,PMGSY-III,26,20,21,0,5,20,149.075,164.24508,135.639,114.2858,11.3
Maharashtra,Kolhapur,PMGSY-III,39,0,21,0,18,0,196.845,144.25181,136.163,98.364,60.337
Maharashtra,Latur,PMGSY-III,24,9,13,0,11,9,169.973,171.9307,134.651,107.9784,35.422
Maharashtra,Nagpur,PMGSY-II,14,4,14,4,0,0,102.03,67.7418,99.349,51.8516,0
Maharashtra,Nandurbar,PMGSY-III,21,0,5,0,16,0,155.815,102.41629,99.945,61.9361,55.455
Maharashtra,Osmanabad,PMGSY-III,24,8,10,0,14,8,179.01,176.41947,123.705,107.9371,54.43
Maharashtra,Parbhani,PMGSY-III,18,2,1,0,17,2,124.955,131.66633,9.1,42.7502,115.855
Maharashtra,Raigad,PMGSY-II,9,0,9,0,0,0,59.569,27.5518,59.122,25.4363,0
Maharashtra,Ratnagiri,PMGSY-I,147,0,147,0,0,0,443.973,150.8118,443.715,155.6318,0
Maharashtra,Solapur,PMGSY-III,46,2,27,0,19,2,309.95,245.77878,236.73,206.3832,69.88
Maharashtra,Thane,PMGSY-II,4,0,4,0,0,0,31.307,14.1871,31.107,12.2026,0
Manipur,Chandel,PMGSY-III,5,0,0,0,5,0,52.4,41.5295,0,0,52.4
Manipur,Thoubal,PMGSY-II,10,0,10,0,0,0,59.35,51.038,59.35,42.6755,0
Meghalaya,"East Garo Hills",PMGSY-II,12,0,10,0,2,0,49.9,37.62681,48.005,38.7953,1.895
Meghalaya,"East Khasi Hills",PMGSY-III,31,4,8,0,23,4,240.852,248.90969,64.976,55.2597,175.876
Meghalaya,Jaintia,PMGSY-II,10,1,9,0,1,1,58.889,39.38488,55.465,35.5946,0.3
Meghalaya,"South Garo Hills",PMGSY-III,6,7,1,0,5,7,40.385,83.90887,7.015,5.3752,33.37
Mizoram,Champhai,PMGSY-I,59,0,59,0,0,0,748.765,391.1319,748.851,387.3266,0
Mizoram,Mamit,PMGSY-I,29,0,28,0,1,0,329.913,217.0491,298.538,158.7636,28.31
Mizoram,Mamit,PMGSY-III,3,0,0,0,3,0,111.31,115.49372,0,0,111.31
Nagaland,Kiphire,PMGSY-III,2,0,0,0,2,0,19.09,18.0701,0,0,19.09
Nagaland,Mon,PMGSY-III,7,0,0,0,7,0,91.13,92.6729,0,0,91.13
Nagaland,Peren,PMGSY-I,29,5,25,5,4,0,375.64,120.3107,362.14,111.5764,13.5
Nagaland,Peren,PMGSY-III,1,0,0,0,1,0,21.03,17.0424,0,0,21.03
Nagaland,Tseminyu,PMGSY-I,7,2,7,2,0,0,73,23.6553,73,23.9566,0
Nagaland,Tuensang,PMGSY-II,2,1,2,1,0,0,42,43.1822,42,40.2116,0
Nagaland,Wokha,PMGSY-III,4,0,0,0,4,0,63.85,69.5409,0,0,63.85
Odisha,Bhadrak,PMGSY-III,34,1,26,0,8,1,198.23,115.9142,172.643,97.2998,26.515
Odisha,Boudh,PMGSY-I,167,7,167,7,0,0,593.565,202.2419,552.904,186.9243,0
Odisha,Dhenkanal,PMGSY-I,400,9,400,9,0,0,1202.851,457.51093,1153.66,436.0007,0
Odisha,Dhenkanal,PMGSY-III,35,0,35,0,0,0,286.46,181.3097,276.795,161.8615,0
Odisha,Ganjam,PMGSY-II,43,2,43,2,0,0,288.931,123.91889,287.349,113.585,0
Odisha,Jharsuguda,PMGSY-I,136,3,136,3,0,0,399.273,127.4554,392.113,119.349,0
Odisha,Kalahandi,PMGSY-II,33,8,33,8,0,0,152.462,106.4189,149.833,92.3227,0
Odisha,Kandhamal,RCPLWEA,2,0,0,0,2,0,26.47,21.5269,0,5.8652,26.47
Odisha,Malkangiri,PMGSY-I,461,40,460,37,1,3,2109.2,872.40848,2071.274,1052.0436,4.41
Odisha,Malkangiri,PMGSY-III,37,4,25,1,12,3,247.285,156.37492,223.612,112.3951,21.853
Odisha,Mayurbhanj,PMGSY-II,76,3,76,3,0,0,310.147,146.92307,307.533,157.6336,0
Odisha,Mayurbhanj,PM-JANMAN,2,0,0,0,2,0,10.8,10.4584,0,0,10.8
Odisha,Nawarangpur,PMGSY-II,15,2,15,2,0,0,119.74,68.7833,121.258,66.4907,0
Odisha,Nuapara,PMGSY-I,307,6,307,6,0,0,1391.95,527.444,1369.974,491.1024,0
Odisha,Rayagada,PMGSY-II,14,2,14,2,0,0,146.69,67.22425,149.158,57.6579,0
Odisha,Rayagada,RCPLWEA,1,0,1,0,0,0,1.8,1.29913,1.8,1.3596,0
Odisha,Sambalpur,PMGSY-I,544,23,544,23,0,0,1940.8,781.03568,1878.653,737.9143,0
Odisha,Sambalpur,PMGSY-III,35,10,34,3,1,7,234.127,193.9159,221.722,153.1512,4.84
Odisha,Sonepur,PMGSY-I,335,9,335,9,0,0,1270.425,444.0708,1189.798,406.4351,0
Odisha,Sundargarh,PMGSY-I,988,65,988,65,0,0,3754.383,1726.76572,3645.268,1754.2738,0
Odisha,Sundargarh,PM-JANMAN,3,0,0,0,3,0,3.7,3.5727,0,0,3.7
Puducherry,Karaikal,PMGSY-III,8,0,0,0,8,0,17.025,9.93598,0,0,17.025
Punjab,Bathinda,PMGSY-II,6,2,6,2,0,0,78.7,49.7356,77.75,37.1869,0
Punjab,Faridkot,PMGSY-III,13,0,6,0,7,0,122.635,103.76198,68.68,68.5313,53.96
Punjab,Fazilka,PMGSY-I,54,0,54,0,0,0,355.07,133.6194,355.065,125.5614,0
Punjab,Gurdaspur,PMGSY-III,31,8,10,1,21,7,260.325,241.0388,80.42,55.3841,177.16
Punjab,Hoshiarpur,PMGSY-I,50,0,50,0,0,0,517.305,192.6273,516.616,170.6915,0
Punjab,Kapurthala,PMGSY-III,10,0,4,0,6,0,83.46,56.04457,31.51,14.018,51.95
Punjab,Mansa,PMGSY-III,6,1,6,0,0,1,47.35,38.4315,47.35,33.4994,0
Punjab,Moga,PMGSY-II,10,1,10,1,0,0,110.76,68.2654,110.4,65.1958,0
Punjab,Mukatsar,PMGSY-I,93,0,93,0,0,0,485.107,198.9607,482.632,177.2442,0
Punjab,Sangrur,PMGSY-II,8,1,8,1,0,0,105.43,66.852,102.925,47.5532,0
Punjab,"Tarn Taran",PMGSY-II,5,0,5,0,0,0,43.56,26.7321,43.66,21.0233,0
Rajasthan,Alwar,PMGSY-III,26,0,26,0,0,0,210.542,120.14714,207.155,94.4166,0
Rajasthan,Anoopgarh,PMGSY-I,61,0,61,0,0,0,314.69,61.2892,314.69,54.5845,0
Rajasthan,Banswara,PMGSY-I,1013,0,1013,0,0,0,2676.71,657.9331,2650.945,560.3327,0
Rajasthan,Barmer,PMGSY-III,25,3,25,3,0,0,286.905,165.84077,285.005,123.8337,0
Rajasthan,Beawar,PMGSY-II,5,0,5,0,0,0,55.1,20.3931,55.1,17.627,0
Rajasthan,Bhilwara,PMGSY-I,353,0,353,0,0,0,1377.72,260.7368,1318.313,231.8609,0
Rajasthan,Bikaner,PMGSY-II,9,0,9,0,0,0,84,23.6534,84,18.4886,0
Rajasthan,Bundi,PMGSY-I,282,1,282,1,0,0,1006.3,256.4899,989.736,241.6649,0
Rajasthan,Bundi,PMGSY-II,12,0,12,0,0,0,69.3,31.77,69.3,24.6884,0
Rajasthan,Chittaurgarh,PMGSY-II,26,0,26,0,0,0,153.08,60.8213,153.08,39.8578,0
Rajasthan,Dausa,PMGSY-I,425,0,425,0,0,0,1277.855,274.8729,1247.286,233.8484,0
Rajasthan,Dausa,PMGSY-III,28,0,28,0,0,0,235.75,121.2039,233.117,86.7334,0
Rajasthan,"Didwana Kuchaman",PMGSY-III,15,0,15,0,0,0,141.75,90.3914,141.75,30.3005,0
Rajasthan,Hanumangarh,PMGSY-II,9,0,9,0,0,0,102.6,35.54673,102.6,29.7621,0
Rajasthan,Jaisalmer,PMGSY-III,20,0,19,0,1,0,196.9,96.43175,193.33,73.4451,3
Rajasthan,Jhalawar,PMGSY-I,381,0,381,0,0,0,1489.68,338.9605,1438.64,304.427,0
Rajasthan,Jhalawar,PMGSY-II,11,0,11,0,0,0,82.2,33.0644,82.2,27.3474,0
Rajasthan,Kekri,PMGSY-III,10,3,10,0,0,3,107.061,88.09081,107.06,68.8946,0
Rajasthan,Kota,PMGSY-III,18,2,12,0,6,2,138.302,92.218,102.27,53.2888,34.182
Rajasthan,Nagaur,PMGSY-II,9,0,9,0,0,0,87,27.5542,87,19.1417,0
Rajasthan,"Neem Ka Thana",PMGSY-I,331,0,331,0,0,0,1117.755,300.3336,1082.687,250.6576,0
Rajasthan,Pratapgarh,PMGSY-III,12,2,9,2,3,0,114.78,76.98488,104.689,48.1661,10
Rajasthan,Salumbar,PMGSY-I,377,6,377,6,0,0,1167.656,418.3223,1156.458,327.6348,0
Rajasthan,Salumbar,PMGSY-III,13,3,13,2,0,1,159.9,116.84105,158.9,84.1277,0
